#FORMAT: BEACON
#VERSION: 3.0
#FEED: http://purl.org/pressemappe20/beaconlist/pe
#LINK: http://www.w3.org/2000/01/rdf-schema#seeAlso
#TARGET: http://purl.org/pressemappe20/folder/pe/{ID}
#COMMENT: deprecated target: http://webopac.hwwa.de/digiview/DigiView_PND.cfm?GND={ID}
#PREFIX: http://d-nb.info/gnd/{ID}/about/html
#CONTACT: Max-Michael Wannags <Pressemappe20@zbw.eu> (Beacon: Pressemappe20@zbw.eu)
#MESSAGE: Digitalisierung der Pressearchive von HWWA und IfW (DFG-Projekt 2004-2007)
#INSTITUTION: ZBW Leibniz-Informationszentrum Wirtschaft - Pressearchive von HWWA und IfW
#TITLE: Beaconlist about published persons in pressemappe20
#COMMENT: All GND-ID's: 4275. First column: GND-ID; second column: hits in PM20; third column: target-ID
#COMMENT: not all PM20 hits are freely online documents
#TIMESTAMP: Tue Sep 12 16:06:10 2017
#REVISIT: Wed Oct 18 15:02:34 2017
10107249X | 10 | 015548
101074514 | 9 | 004130
101078161 | 7 | 018603
101078994 | 8 | 023730
101121644 | 24 | 022102
10114573X | 4 | 000138
101162146 | 5 | 006792
101180284 | 11 | 011126
10119286X | 4 | 004385
101265956 | 9 | 009177
101273347 | 10 | 047824
101277962 | 4 | 024850
101278861 | 9 | 023771
101279140 | 10 | 047627
101294131 | 6 | 012665
101349777 | 4 | 007831
101384564 | 10 | 032616
101384629 | 10 | 042347
10138467X | 7 | 016883
101388721 | 15 | 047832
1014600235 | 35 | 061792
101474768 | 9 | 002525
101509537 | 25 | 000389
101514026 | 3 | 008005
101558511 | 32 | 031202
10156337X | 22 | 016136
101588828 | 15 | 016352
101589425 | 92 | 001716
101589522 | 49 | 047493
101591187 | 48 | 017293
101595182 | 5 | 000909
101597991 | 76 | 012586
101599684 | 6 | 003598
10160100X | 6 | 005197
101607806 | 24 | 004839
101609116 | 43 | 019003
101611633 | 12 | 004593
101620357 | 9 | 002381
10162669X | 11 | 004568
101628633 | 10 | 047812
101629362 | 23 | 022703
101630247 | 12 | 047811
101631197 | 5 | 042380
101631529 | 306 | 001886
101632347 | 2 | 061762
101634455 | 4 | 022759
101653344 | 15 | 019084
101720351 | 4 | 047822
1017682984 | 5 | 022459
101782101 | 19 | 016525
101806515 | 78 | 040254
101808437 | 8 | 010620
101813376 | 18 | 016152
101822340 | 11 | 013839
10182405X | 13 | 015295
101824157 | 22 | 041034
101827717 | 7 | 009375
101831471 | 4 | 022936
101838662 | 8 | 002422
101859406 | 12 | 016105
10186812X | 13 | 015942
101906706 | 8 | 013345
101913281 | 8 | 047789
101913451 | 7 | 000623
101921128 | 14 | 008830
101923414 | 7 | 001123
101993900 | 3 | 001632
102005710 | 7 | 002114
102011222 | 11 | 015126
102038015 | 6 | 005946
10204614X | 10 | 047620
102078645 | 14 | 002910
102081603 | 6 | 018203
102091064 | 4 | 013419
102107270 | 9 | 003712
1021215767 | 4 | 032746
102145733 | 17 | 018113
102183589 | 9 | 007826
102238510 | 5 | 018575
102271100 | 5 | 000744
102275785 | 16 | 019537
102321744 | 15 | 000583
102343713 | 6 | 014394
10235538X | 6 | 039804
102361924 | 7 | 063281
1025289250 | 48 | 002504
102589046 | 8 | 014035
102640750 | 10 | 038092
102674418 | 14 | 005188
102676364 | 14 | 004165
102766738 | 17 | 039969
103355316 | 5 | 008993
104131136 | 7 | 013937
10420124X | 6 | 014713
104234822 | 111 | 012379
104280425 | 6 | 011595
104298324 | 11 | 019533
104361107 | 5 | 002231
104530413 | 2 | 000123
104696311 | 22 | 001143
105091820 | 8 | 015679
1051519268 | 4 | 009861
105157503 | 6 | 047807
105210706 | 18 | 003572
105396230 | 5 | 006795
105499072 | 14 | 004857
105523992 | 8 | 004953
105541931 | 5 | 005049
105569267 | 14 | 005589
105571040 | 9 | 005138
105665886 | 119 | 005587
105698598 | 18 | 007571
105741027 | 13 | 006524
105905933 | 11 | 023747
105996076 | 10 | 009367
106015664 | 4 | 009469
106028790 | 83 | 009598
106103725 | 33 | 010003
106133071 | 4 | 010200
106432788 | 11 | 061597
106467255 | 2 | 011513
106478125 | 3 | 002575
106509640 | 42 | 003365
106515934 | 82 | 019357
106637959 | 23 | 022110
10676098X | 83 | 061609
106893289 | 15 | 022816
107027887 | 7 | 005043
107122693 | 23 | 014724
107354810 | 6 | 025038
107416212 | 41 | 015991
107512041 | 95 | 010188
107571501 | 5 | 033144
10777769X | 9 | 011323
107857189 | 9 | 015583
107931303 | 19 | 003099
108176045 | 13 | 042365
109496841 | 11 | 042542
110363019 | 19 | 027826
110743105 | 37 | 011348
11307168X | 19 | 061764
115465049 | 14 | 002699
115514864 | 38 | 007785
115551530 | 158 | 017756
115598790 | 9 | 001560
115620346 | 18 | 014366
115689656 | 3 | 005266
115706399 | 6 | 007552
115708715 | 7 | 023768
115723862 | 4 | 007910
116001860 | 14 | 010994
116003375 | 69 | 000050
116009756 | 6 | 000216
116011300 | 5 | 013102
116011939 | 10 | 003633
116013710 | 11 | 009006
116015535 | 20 | 061598
116018062 | 26 | 013143
116020202 | 23 | 061565
116021195 | 7 | 009033
116021780 | 52 | 013173
116022124 | 45 | 013179
116025891 | 3 | 000832
116029390 | 90 | 000839
116029463 | 6 | 000841
116031778 | 9 | 013220
116035447 | 14 | 009094
116037288 | 12 | 003727
116039078 | 6 | 009128
116042621 | 9 | 003783
116047593 | 6 | 013248
116048239 | 24 | 013253
11605199X | 38 | 013273
116052732 | 23 | 047603
116055200 | 33 | 003820
116056045 | 10 | 003823
116056517 | 8 | 001009
116057866 | 19 | 003838
11605901X | 12 | 013295
116059680 | 8 | 001037
116060786 | 8 | 009208
116060913 | 3 | 009210
116061383 | 23 | 045846
116061707 | 18 | 013306
116071141 | 15 | 003887
116071745 | 4 | 013356
116071842 | 4 | 013358
116076496 | 7 | 013389
116077964 | 8 | 013409
116081422 | 10 | 001138
11608765X | 32 | 003931
116092254 | 46 | 001196
116096039 | 12 | 003967
116097027 | 12 | 061563
116097213 | 43 | 001217
116106360 | 9 | 001306
116108029 | 6 | 001333
116108789 | 3 | 001335
116114363 | 20 | 001399
11612332X | 6 | 013489
11612542X | 13 | 001505
116126469 | 6 | 009373
11612749X | 13 | 009385
116129077 | 8 | 001506
116129336 | 31 | 001511
116133783 | 9 | 002702
116135034 | 11 | 001555
116137878 | 16 | 004046
116138548 | 21 | 004054
116139315 | 9 | 009427
116143991 | 13 | 001580
116146249 | 9 | 047494
116146842 | 6 | 001594
116155353 | 4 | 001655
116158212 | 4 | 001665
11616154X | 4 | 001701
116162120 | 6 | 001712
116163828 | 3 | 013539
116166657 | 16 | 001733
116173963 | 25 | 013569
116175834 | 8 | 009682
116181907 | 35 | 009614
116186461 | 78 | 013642
116193328 | 4 | 009655
116195835 | 23 | 001816
116198532 | 31 | 001834
116198877 | 23 | 000593
116204028 | 35 | 001912
116209550 | 5 | 022889
116211946 | 9 | 000747
116214120 | 16 | 009748
116217847 | 14 | 001993
116219459 | 10 | 004246
116220805 | 11 | 002009
116222867 | 11 | 004252
116223766 | 4 | 002034
116227370 | 5 | 009776
116229152 | 30 | 004270
116231874 | 4 | 009798
